LIMIT_BAL,EDUCATION,PAY_0,PAY_4,PAY_6,BILL_AMT2,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,FEMALE,MARRIED,SINGLE,default.payment.next.month
0.2727272727272727,1,0,0,0,0.10317184646979997,0.2678374230653663,0.04579006172500321,0.004790830863899199,0.005585688138922369,0.003864734299516908,0.02110055822699043,0.014523347444322123,1,0,1,0
0.0404040404040404,2,0,0,0,0.11525204326056174,0.2846333611779904,0.0022929373408795356,0.0009974712915293907,0.00207580018749163,0.0017085346215780998,0.0032635530057745195,0.01513242765753803,1,1,0,0
0.23232323232323232,1,0,0,0,0.27370296135172173,0.4392165481795819,0.008963404582669377,0.00488701559558239,0.009298692022677559,0.013183574879227054,0.019928304992157624,0.015187282707796604,1,1,0,0
0.3131313131313131,1,0,0,0,0.08496471508235677,0.2838587315285795,0.022664935802333464,0.04376167798420552,0.001888308557653676,0.0016473429951690821,0.001784169423415524,0.1271785966943212,0,1,0,0
0.0404040404040404,3,0,0,0,0.11035125480683453,0.29063059310656464,0.05324468377383373,9.440353294831734e-05,0.04216106423820365,0.00322061191626409,0.004689012939331206,0.02486257864133498,0,1,0,0
0.2525252525252525,2,0,0,0,0.07873243820868779,0.2621022434289043,0.015092404344561057,0.0010093459497618835,0.005792152136065354,0.013615136876006441,0.0034276684586511115,0.006887146137636996,1,0,1,0
0.1515151515151515,2,0,0,0,0.0669606760127094,0.2612784309446102,0.0008929062036375626,0.0,0.0012053033346725592,0.0,0.0009143575231695851,0.000737705848304979,0,1,0,0
0.0707070707070707,2,0,0,0,0.0752153347986349,0.26097872304454045,0.002308963862483287,0.0006133260977082503,0.0,0.0,0.0,0.0034426272920899015,0,0,1,0
0.1313131313131313,2,2,2,2,0.11549024967068675,0.30362715722445893,0.0027474037035001924,0.0014249589878991295,0.00245524753359225,0.0,0.010081377819562093,0.004161417605822958,1,0,1,1
0.0707070707070707,2,0,0,0,0.20654393816882854,0.2755030289709952,0.005846246130739785,0.0019409128881009395,0.0015624302486496138,0.0005925925925925926,0.002344506469665603,0.0,0,1,0,0
0.2828282828282828,3,0,0,0,0.06735926841212175,0.2678766156369139,0.0013737018517500962,0.0,0.0011160216061782955,0.016019323671497585,0.021039601058779122,0.3310218550086444,0,0,1,0
0.2121212121212121,1,0,0,0,0.16068778067548123,0.31834281511788126,0.011594043628770812,0.0059373291162463735,0.005580108030891478,0.01610305958132045,0.007033519408996809,0.01891553457192254,1,0,1,0
0.3434343434343434,2,1,0,0,0.30676335379440983,0.4728276364497064,0.0,0.0057912708199867125,0.011160216061782956,0.015130434782608696,0.023639658733638276,0.01785437308243768,1,0,1,0
0.30303030303030304,1,0,0,0,0.17547840578224705,0.32835997531636474,0.007097459567375498,0.003100473264503856,0.005799964287308602,0.00644122383252818,0.011722532348328015,0.007528382759625169,1,0,1,0
0.1616161616161616,2,0,0,0,0.18409749190477814,0.3375410273218333,0.005723757715625401,0.0029686645581231868,0.011160216061782956,0.008051529790660225,0.011722532348328015,0.00945776728596127,1,0,1,0
0.0404040404040404,2,0,0,0,0.11227588667828278,0.2975338650715034,0.0022895030862501602,0.0010348764649617428,0.0019619659836614435,0.0026827697262479873,0.004044273660173165,0.004025225756905116,1,0,1,0
0.05050505050505051,3,2,0,0,0.08776625023251222,0.2798295814771296,0.0008013260801875561,0.0009179110813716893,0.0015624302486496138,0.0,0.0021100558226990426,0.0,0,1,0,0
0.1313131313131313,2,0,0,0,0.0816222331044274,0.2723099871125603,0.005723757715625401,0.0007635405243492837,0.0016472478907191643,0.0006811594202898551,0.007033519408996809,0.0018915534571922537,1,1,0,0
0.23232323232323232,1,0,0,0,0.0665687268199539,0.26289992753216673,0.0004613348718794073,0.0028724798264399953,0.005176108209454935,0.007505636070853462,0.005861266174164007,0.0,0,1,0,0
0.42424242424242425,1,0,0,0,0.06808242890819846,0.2861319006783389,0.0022460025276114072,0.003913293620517985,0.0011450381679389313,0.08051529790660225,0.0,0.005674660371576761,0,1,0,0
0.0404040404040404,1,0,0,0,0.1109890026458943,0.2910939876289801,0.0027622854735608183,0.001681451605720973,4.3524842640953526e-05,0.1481207729468599,0.003680875157374997,0.0027332947456428064,1,1,0,0
0.3131313131313131,2,0,0,0,0.11728866061565442,0.2885971902768609,0.005723757715625401,0.0011874658232492747,0.002232043212356591,0.004830917874396135,0.007033519408996809,0.0028373301857883807,1,1,0,0
0.0707070707070707,3,0,0,0,0.0694006309148265,0.2663903718452862,0.00385323369415902,0.005629181735113187,0.0017722423106111334,0.0035523349436392916,0.01658269425994481,0.007918042771806773,1,1,0,0
0.0404040404040404,2,0,0,0,0.06659055449896935,0.2612784309446102,0.0004464531018187813,0.00023155583553360857,0.0004352484264095353,0.0006280193236714975,0.0009143575231695851,0.000737705848304979,1,0,1,0
0.1212121212121212,3,0,0,0,0.18766394484999638,0.29763376770485994,0.006181658332875433,0.0023399014047126958,0.0019441096379625908,0.0026908212560386472,0.004013795076067512,0.003272387480942599,1,0,1,0
0.1414141414141414,1,0,0,0,0.06659055449896935,0.26097872304454045,0.0004464531018187813,0.00023155583553360857,0.016829605821168696,0.0,0.0,0.0,0,1,0,0
0.1313131313131313,1,0,0,0,0.1103303761573415,0.28585832115930093,0.0019369196109676357,0.0014475208385408658,0.0016338556314450248,0.0034202898550724638,0.005568202865455807,0.0029262331982764164,0,1,0,0
0.0,3,0,0,0,0.06805016190443651,0.26097872304454045,0.002296371595508911,0.0034466195519810196,0.0044785947055935,0.006790660225442834,9.378025878662412e-06,0.024022728906341623,1,0,1,0
0.1919191919191919,1,0,0,0,0.06661807635511925,0.26129764298948643,0.0004796508965694086,0.00023274330135685783,0.000502209722780233,0.0006441223832528181,0.0010081377819562093,0.0008133679865926691,0,1,0,0
0.020202020202020204,2,2,0,0,0.09353824778781217,0.26097872304454045,0.0011447515431250801,0.0,0.0,0.0,0.0,0.0,0,0,1,1
0.494949494949495,1,0,0,0,0.07630387166083961,0.2661667436429265,0.012162985145703978,0.00865246972110584,0.0,0.0061320450885668275,0.015827763176712487,0.0,1,0,1,0
0.2525252525252525,1,0,0,0,0.06652032631431098,0.261336835561034,0.00036174148762752533,0.00018761960007338538,0.0003526628275523414,0.0005088566827697263,0.001092540014864171,0.0005977308924727522,0,0,1,0
0.08080808080808081,1,0,0,0,0.0766037649899213,0.267969601934115,0.005723757715625401,0.003562397469747824,0.004464086424713182,0.008051529790660225,0.008205772643829611,0.00945776728596127,1,1,0,1
0.05050505050505051,2,0,0,0,0.11832405182460415,0.290682081386833,0.0021773174350239025,0.0009796593041806515,0.003571269139770546,0.0024154589371980675,0.0035167597044984044,0.0028373301857883807,0,1,0,0
0.29292929292929293,1,0,0,2,0.1514356918615024,0.3360678477207214,0.005723757715625401,0.002671798102310868,0.005580108030891478,0.01288244766505636,0.0,0.007566213828769015,1,0,1,0
0.1919191919191919,1,0,0,0,0.07453013548345461,0.2662766365396187,0.010023444511603202,0.0021012207742395917,0.006170483460559796,0.01663768115942029,0.016163027601874668,0.006030272421528904,1,1,0,0
0.020202020202020204,2,1,0,0,0.06675663466539117,0.26611602384445315,0.0006525083795812958,1.4843322790615934e-05,0.0,0.007925925925925927,0.015914509916090114,0.0,1,0,1,0
0.0404040404040404,1,1,2,2,0.11082766762708454,0.298409934317861,0.0023627671850101656,0.0002968664558123187,0.002008838891120932,0.005681159420289855,0.0,0.005674660371576761,0,0,1,1
0.24242424242424243,1,0,0,0,0.16767453601946647,0.28239169978182804,0.04579006172500321,0.0509161595692824,0.03923150752198563,0.006821256038647343,0.014254599335566866,0.0001664567042329183,0,0,1,0
0.0404040404040404,1,0,0,0,0.08062670113541891,0.26603994414674315,0.017768833452387493,0.004134755996553974,0.00848622829337976,0.003499194847020934,0.015440919609217662,0.022490570606015895,0,0,1,0
0.020202020202020204,2,2,2,2,0.09079175634995652,0.28259611593931144,0.0026031650090664322,0.001316305865071821,0.0013392259274139548,0.001610305958132045,0.0011722532348328015,0.0037831069143845074,1,1,0,1
0.1515151515151515,1,0,0,0,0.0662204329852293,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
0.0303030303030303,3,0,0,0,0.06688285559187174,0.26267015147544664,0.0,0.00023749316464985495,0.028223070398642917,0.0,0.0,0.002513874544608505,1,0,1,0
0.1515151515151515,2,1,0,0,0.0662204329852293,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.0012843647974335403,0,0,1,0
0.2727272727272727,1,0,0,0,0.06619575821764663,0.26097564911736026,0.0,0.0,0.0,0.00856682769726248,0.0,0.0017383376271596811,0,1,0,0
0.05050505050505051,3,0,0,0,0.12223310442741252,0.2822802699215457,0.0027474037035001924,0.0011518418485517963,0.0016483639123253426,0.0016505636070853463,0.0023585735084835965,0.002385248909519432,1,1,0,0
0.1515151515151515,2,2,2,2,0.19322715591036604,0.3700808519696573,0.007211934721688005,0.0029686645581231868,0.0056917101915093075,0.0084573268921095,0.011722532348328015,0.011349320743153523,1,1,0,1
0.05050505050505051,1,0,2,0,0.12431053005196885,0.28170390857525784,0.006770060626041724,1.0093459497618835e-05,0.003466363108789786,0.0,0.002588335142510826,0.0021450216204560156,0,0,1,0
0.1212121212121212,1,0,2,0,0.14815299874348492,0.3284352865322797,0.013737018517500962,0.004571743419509708,0.0,0.004832528180354267,0.007059308980163131,0.005326614535453386,1,0,1,0
0.1212121212121212,3,0,0,0,0.0713214666681851,0.337597894974667,0.0012454896789200873,0.0007059484319216938,0.00295299316994777,0.1684219001610306,0.007872852725137094,0.006268608157135129,0,1,0,0
0.2525252525252525,3,0,0,2,0.0662204329852293,0.2610148416889078,0.0,0.00151461265755445,0.0,0.0039452495974235105,0.0,0.010971010051715071,0,1,0,0
0.1717171717171717,2,2,0,0,0.22543721790097443,0.3451267111207769,0.0,0.003562397469747824,0.004087987143431096,0.005958132045088567,0.00797132199686305,0.005241494629879735,1,1,0,1
0.09090909090909091,2,0,0,0,0.07172670227425434,0.2620914846837736,0.0018316024690001283,0.008645938659077968,0.007777554573456542,0.009594202898550725,0.003394845368075793,0.19186783337683905,1,1,0,0
0.1212121212121212,2,0,0,0,0.1856633906167553,0.30588649370190746,0.005723757715625401,0.0021208139603232047,0.003518816124280166,0.11143317230273753,0.005861266174164007,0.01891553457192254,0,0,1,1
0.020202020202020204,2,0,0,0,0.08972504716676726,0.2612784309446102,0.0019460776233126364,0.002018691899523767,0.002821302620418731,0.0,0.0009143575231695851,0.001475411696609958,0,0,1,1
0.1818181818181818,2,0,0,0,0.18597277424106107,0.35968406176441886,0.006868509258750481,0.003562397469747824,0.004464086424713182,0.008051529790660225,0.011722532348328015,0.013240874200345776,1,0,1,0
0.10101010101010101,1,0,0,0,0.11563070604000347,0.3004149033211478,0.0034342546293752406,0.0017996044551342758,0.0033480648185348866,0.004830917874396135,0.004689012939331206,0.005674660371576761,1,0,1,0
0.2525252525252525,1,0,0,0,0.0662204329852293,0.26196775911477044,0.0,0.0,0.0006138118833980625,0.0014170692431561998,0.003017379826459631,0.0017496869479028346,1,0,1,1
0.3333333333333333,2,0,0,0,0.20339600724299328,0.37970839189805017,0.0059172207264135395,0.003166377617694191,0.005988571938752734,0.008937198067632851,0.016411545287659222,0.0017307714133309121,0,1,0,0
0.1414141414141414,2,0,0,0,0.13905370368261416,0.26097872304454045,0.0038921552466252727,0.0009499726585994198,0.0018972367305031025,0.0,0.0,0.0,0,1,0,0
0.1212121212121212,2,0,0,0,0.17334783450443575,0.3312632995380656,0.005621874828287269,0.0020976583767698437,0.0036839873219945535,0.005808373590982287,0.012932297686675465,0.013278705269489622,0,0,1,0
0.0404040404040404,2,0,0,0,0.08853970929327669,0.27544923524534165,0.001584336135685111,0.0007718527851120285,0.0007812151243248069,0.0010789049919484703,0.0015848863734939476,0.0013240874200345775,1,1,0,0
0.2626262626262626,1,1,0,0,0.0662204329852293,0.26097872304454045,0.0,0.0037618917280537022,0.0,0.0,0.0,0.0,1,0,1,0
0.2222222222222222,3,0,0,0,0.2452007577051707,0.3743789706493748,0.011447515431250803,0.004749863292997099,0.007812151243248069,0.01610305958132045,0.02344506469665603,0.01513242765753803,1,1,0,0
0.1717171717171717,1,1,0,0,0.06938829353103515,0.2635400728674438,0.003821180650951518,0.0019789117944449164,0.0037197000133922594,0.005367149758454107,0.007814240063395454,0.0063045476728217816,1,0,1,0
0.30303030303030304,2,0,0,0,0.0828474302178592,0.30092671219665146,0.0045790061725003205,0.0023749316464985494,0.022323780188384445,0.0048743961352657,0.046904196432130056,0.019021461565525304,1,1,0,0
0.1616161616161616,1,0,0,0,0.0662204329852293,0.26115547385740207,0.0,0.005860737570646795,0.0,0.0,0.0005392364880230886,0.044846840916571144,0,1,0,1
0.1212121212121212,2,0,0,0,0.0662204329852293,0.26097872304454045,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
0.1717171717171717,2,0,0,0,0.06634475585266505,0.26097872304454045,0.00014996245214938552,0.00032655310139355055,0.00011048613901165126,0.0,0.0,0.0,1,1,0,0
0.2121212121212121,2,0,0,0,0.21874086559084677,0.3346131116826908,0.12339162408190928,0.03238159926709609,0.0016550600419624124,0.0029114331723027373,0.22043049827796,0.004882099473013207,1,0,1,0
0.06060606060606061,1,0,0,0,0.13146621265094313,0.29820705512396767,0.003548729783687749,0.004258252442171899,0.011160216061782956,0.002676328502415459,0.007033519408996809,0.0025535971672095426,0,1,0,0
0.0707070707070707,3,0,0,0,0.2537306350525952,0.2985229011417334,0.006297278238731066,0.0036514574064915196,0.0,0.0,0.11454086357551303,0.0034653259335762085,1,0,1,0
0.494949494949495,2,0,0,0,0.1355840517486818,0.34955700866924316,0.011447515431250803,0.0059373291162463735,0.011160216061782956,0.0322061191626409,0.02344506469665603,0.0,1,0,1,0
0.494949494949495,2,0,0,0,0.2438844537575875,0.2865476493294612,0.21430435738227377,0.006477032332913169,0.03254430605776528,0.045471819645732686,0.07800641925871395,0.331697139592862,1,1,0,0
0.0404040404040404,3,0,0,0,0.1074140084349744,0.2699038706122571,0.0019460776233126364,0.0011969655498352688,0.001785634569885273,0.003381642512077295,0.002344506469665603,0.08890301248803592,1,1,0,0
0.2222222222222222,2,0,0,0,0.21138968291025595,0.3875299996080743,0.006360239573602946,0.004274876963697389,0.00649524574795768,0.009822866344605476,0.01523929205282642,0.009646922631680493,0,0,1,0
0.494949494949495,1,0,0,0,0.1903069920699093,0.2828097538783355,0.29938000256424346,0.026076155745642447,0.04328713003883755,0.0754170692431562,0.06660273979026045,0.11916975935656918,0,1,0,0
0.35353535353535354,1,1,0,0,0.06440114339076859,0.27487517934443895,0.0,0.0,0.0,0.0,0.04689012939331206,0.0018915534571922537,0,0,1,0
0.10101010101010101,3,0,0,0,0.17020749581477979,0.32156121687555284,0.004016933164825907,0.0006542936686103504,0.0011316459086647918,0.004652173913043478,0.19393288615779936,0.005863815717295986,0,1,0,0
0.2222222222222222,2,0,0,0,0.12491221476917702,0.2827352111442156,0.002644376064618935,0.0011874658232492747,0.05468505870273648,0.0024154589371980675,0.002344506469665603,0.0037831069143845074,1,1,0,0
0.1414141414141414,2,2,0,0,0.2171237192846595,0.3813506374940731,0.0,0.0033747778696744386,0.006180527655015401,0.008711755233494364,0.025789571166321634,0.0,1,0,1,1
0.0404040404040404,1,0,0,2,0.06666173171315012,0.26368224199952817,0.0,0.0004512370128347244,0.0006696129637069774,0.0,0.007033519408996809,0.0,1,1,0,1
0.6060606060606061,1,0,0,0,0.43458624210881946,0.5759886326172876,0.016160457534296756,0.008371634053907387,0.015785009597785813,0.02753623188405797,0.04102886321914805,0.006809592445892113,1,0,1,0
0.1515151515151515,3,0,0,0,0.06722830233802912,0.26097872304454045,0.0012157261387988351,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0404040404040404,2,5,2,0,0.08485462765775717,0.2747345471759447,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1
0.020202020202020204,2,0,0,0,0.06621853492618447,0.26170109593188795,0.0,0.0,0.0,0.001143317230273752,0.0024429757413915584,0.0,1,1,0,0
0.08080808080808081,2,2,2,2,0.08237576254522125,0.27695161715466543,0.0028618788578127006,0.0011874658232492747,0.0,0.004347826086956522,0.002344506469665603,0.0,1,0,1,1
0.1616161616161616,1,2,0,0,0.09328960205294065,0.28547100633459543,0.0022895030862501602,0.0011874658232492747,0.0013760546404178384,0.0024154589371980675,0.0035167597044984044,0.0037831069143845074,1,0,1,1
0.1919191919191919,2,0,0,0,0.09837070611592585,0.2789358371494859,0.011447515431250803,0.0059373291162463735,0.002232043212356591,0.008051529790660225,0.011722532348328015,0.0018915534571922537,0,0,1,0
0.0404040404040404,3,0,0,0,0.0907718267299859,0.28321013289355684,0.0017171273146876203,0.001781198734873912,0.0013392259274139548,0.001932367149758454,0.0027243165177514308,0.0018915534571922537,1,0,1,0
0.3131313131313131,1,0,0,0,0.1308303628709282,0.33213091548467766,0.011447515431250803,0.0024936782288234767,0.03348064818534887,1.1272141706924315e-05,0.007033519408996809,0.0,1,1,0,0
0.2626262626262626,2,1,0,0,0.06958758973074133,0.2809492594525182,0.0,0.006531062027871011,0.011160216061782956,0.008051529790660225,0.011722532348328015,0.005674660371576761,0,1,0,1
0.0101010101010101,1,0,0,0,0.0830381851518637,0.27603328140958006,0.0016278366943238642,0.0007914459711956416,0.0014508280880317843,0.0011272141706924316,0.002344506469665603,0.0018915534571922537,1,0,1,0
0.0,2,1,0,0,0.07462408940617324,0.26789121679101985,0.0,0.0006726993888707141,0.0012767287174679702,0.0005072463768115942,0.0007713426285199834,0.0006866339049607881,1,1,0,0
0.494949494949495,2,0,0,0,0.0715587240487877,0.2739837404621803,0.006525083795812957,0.03574687741018454,0.0011160216061782955,0.0013494363929146538,0.010494010958223238,0.04584368958851146,1,1,0,0
0.0707070707070707,3,0,0,0,0.06790970553511978,0.26097872304454045,0.0020376577467626426,0.00021374384818486944,0.0,0.0,0.0,0.0,0,1,0,0
0.1414141414141414,1,0,0,0,0.06584177020578755,0.261093995313798,0.000456755865706907,0.0002368994317382303,0.0,0.000642512077294686,0.00035167597044984047,0.00037831069143845074,1,0,1,0
0.494949494949495,2,0,0,0,0.07183868775789877,0.2659661698944183,0.0012878454860157152,0.0007599781268795358,0.0019987946966653273,0.002460547504025765,0.003544893782134392,0.0025914282363533876,0,1,0,0
0.1414141414141414,1,1,0,0,0.0665497462295057,0.2616134890072522,0.00039722878546440284,0.0,0.004573456542118656,0.006450885668276973,0.0019365623439437881,0.00595082717632683,0,1,0,0
0.0,2,0,0,0,0.07537761884696709,0.2648464919190297,0.0022895030862501602,0.0005937329116246374,0.0005580108030891478,0.0024154589371980675,0.0,0.004728883642980635,0,0,1,1
0.1717171717171717,2,0,0,0,0.23999912689283937,0.4019136733660348,0.008013260801875562,0.0041561303813724615,0.007812151243248069,0.01032367149758454,0.016411545287659222,0.013240874200345776,0,1,0,0
0.1717171717171717,1,0,0,0,0.06773223701442904,0.26244806023667705,0.0018281682143707532,0.0015460805018705556,0.001117137627784474,0.0013671497584541064,0.00448972988940963,0.007670249268914589,0,0,1,1
0.35353535353535354,3,0,0,0,0.06794292156840415,0.2794584047701202,0.0020777240507720207,0.013462300038177027,0.00010602205258693808,0.027037037037037037,0.056931650602889836,0.032888439960201715,0,1,0,0
0.06060606060606061,3,2,2,2,0.12083708199994685,0.3083302658101681,0.0029763540121252085,0.0011874658232492747,0.002790054015445739,0.004025764895330112,0.0056268155271974474,0.004728883642980635,1,1,0,1
0.4444444444444444,2,0,0,0,0.06706032411256249,0.26145748720285694,0.0010176841218381963,0.0006554811344335996,0.0033469487969287086,0.00010950080515297907,0.0014676610500106674,0.0013013887785482705,1,0,1,0
